gene	tissue	n_shared_snps	PP.H0	PP.H1	PP.H2	PP.H3	PP.H4	phecode	lead_chr	lead_bp
ENSG00000117335.19	Brain_Caudate_basal_ganglia	2487	4.15828949147207e-13	7.55461708686343e-14	0.829733164084012	0.150723119866695	0.0195437160488003	AD_EO_EXMORE	1	207518704
ENSG00000284237.1	Brain_Caudate_basal_ganglia	2487	0.0237784113721431	0.00431996842016083	0.805220820394037	0.14626894536617	0.0204118544474892	AD_EO_EXMORE	1	207518704
ENSG00000203710.10	Brain_Putamen_basal_ganglia	2474	0.146427210115318	0.0265169347446043	0.48169590366245	0.0869733433011828	0.258386608176445	AD_EO_EXMORE	1	207518704
ENSG00000117335.19	Brain_Putamen_basal_ganglia	2474	5.22846588004256e-12	9.46838285358929e-13	0.830346637959315	0.150350615500411	0.0193027465340974	AD_EO_EXMORE	1	207518704
ENSG00000196352.14	Brain_Cerebellum	2470	0.00144229793534572	0.000261361145704059	0.742257266015216	0.134383986706539	0.121655088197196	AD_EO_EXMORE	1	207518704
ENSG00000117335.19	Brain_Cerebellum	2470	1.43741516263992e-42	2.60476330550873e-43	0.830112374844734	0.150406527312503	0.0194810978427581	AD_EO_EXMORE	1	207518704
ENSG00000196352.14	Brain_Cerebellar_Hemisphere	2467	0.0383843108054656	0.00691695099434444	0.712386421327405	0.128259802896147	0.114052513976638	AD_EO_EXMORE	1	207518704
ENSG00000117335.19	Brain_Cerebellar_Hemisphere	2467	1.53318692496689e-22	2.76284205776481e-23	0.833670322684118	0.150213408410336	0.0161162689055501	AD_EO_EXMORE	1	207518704
ENSG00000284237.1	Brain_Cerebellar_Hemisphere	2467	0.379167997131146	0.0683270429960782	0.45512083281069	0.0819985526987846	0.0153855743633009	AD_EO_EXMORE	1	207518704
ENSG00000117335.19	Brain_Frontal_Cortex_BA9	2468	8.7479106438365e-08	1.58387658471666e-08	0.830216104692656	0.150297532513899	0.0194862594755747	AD_EO_EXMORE	1	207518704
ENSG00000203710.10	Brain_Nucleus_accumbens_basal_ganglia	2458	0.385678457031194	0.0696987552274138	0.353556370595631	0.0637664397012657	0.127299977444495	AD_EO_EXMORE	1	207518704
ENSG00000117335.19	Brain_Nucleus_accumbens_basal_ganglia	2458	8.29241227722298e-16	1.49858205201287e-16	0.830139606794238	0.150000698113385	0.0198596950923778	AD_EO_EXMORE	1	207518704
ENSG00000196352.14	Brain_Cortex	2464	1.31745909999898e-06	0.114131533949131	1.00466298226591e-05	0.870324406267152	0.0155326956947949	KRA_PSY_DEMENTIA_EXMORE	1	207518704
ENSG00000203710.10	Brain_Cortex	2464	8.11389556926547e-10	7.02907094136006e-05	2.01611331155357e-07	0.0164821502367248	0.983447356631141	KRA_PSY_DEMENTIA_EXMORE	1	207518704
ENSG00000117335.19	Brain_Cortex	2464	6.66326387711459e-34	5.77238813260701e-29	1.15432057496374e-05	0.999988370632571	8.61616821650222e-08	KRA_PSY_DEMENTIA_EXMORE	1	207518704
ENSG00000284237.1	Brain_Cortex	2464	6.14587666892128e-07	0.0532417538948041	1.08859658081979e-05	0.943047949796887	0.00369879575483475	KRA_PSY_DEMENTIA_EXMORE	1	207518704
ENSG00000196352.14	Brain_Hippocampus	2455	2.53328907528485e-06	0.219458942693875	8.82526163389701e-06	0.764516785995741	0.0160129127596759	KRA_PSY_DEMENTIA_EXMORE	1	207518704
ENSG00000203710.10	Brain_Hippocampus	2455	4.08412642847535e-07	0.0353808050003345	3.30112733902504e-06	0.285297486854911	0.679317998604773	KRA_PSY_DEMENTIA_EXMORE	1	207518704
ENSG00000117335.19	Brain_Hippocampus	2455	1.61907348591338e-18	1.40260406452936e-13	1.15432052256502e-05	0.999988370302997	8.64916379929074e-08	KRA_PSY_DEMENTIA_EXMORE	1	207518704
ENSG00000117335.19	Brain_Anterior_cingulate_cortex_BA24	2463	1.22408027758853e-06	0.106042128532165	1.01087285241604e-05	0.875701353506165	0.0182451851528678	KRA_PSY_DEMENTIA_EXMORE	1	207518704
ENSG00000117335.19	Brain_Amygdala	2441	7.61214286135402e-08	0.00659440130554328	1.14518689628214e-05	0.992074381132299	0.00131968957176732	KRA_PSY_DEMENTIA_EXMORE	1	207518704
ENSG00000117322.17	Brain_Hypothalamus	2464	2.17839188202051e-08	0.0018871418524586	1.15198523741847e-05	0.997965185393343	0.000136131117905359	KRA_PSY_DEMENTIA_EXMORE	1	207518704
ENSG00000117335.19	Brain_Hypothalamus	2464	1.17454034800824e-08	0.00101750482382066	1.15306166884358e-05	0.998897761353439	7.31914606478766e-05	KRA_PSY_DEMENTIA_EXMORE	1	207518704
ENSG00000117335.19	Brain_Substantia_nigra	2434	5.60158343937601e-08	0.00485265396957543	1.14822140202602e-05	0.994704227342509	0.000431580458060269	KRA_PSY_DEMENTIA_EXMORE	1	207518704
ENSG00000196352.14	Brain_Caudate_basal_ganglia	2485	6.76161186109693e-06	0.585758648748681	4.31229171355482e-06	0.373533270122592	0.0406970072251531	KRA_PSY_DEMENTIA_EXMORE	1	207518704
ENSG00000203710.10	Brain_Caudate_basal_ganglia	2485	8.79273595698622e-10	7.61714993225393e-05	1.99716339961656e-07	0.0163178270278912	0.983605800877171	KRA_PSY_DEMENTIA_EXMORE	1	207518704
ENSG00000117335.19	Brain_Caudate_basal_ganglia	2485	5.78511245359853e-18	5.0116447428399e-13	1.15432068030735e-05	0.999988369268238	8.75244555593787e-08	KRA_PSY_DEMENTIA_EXMORE	1	207518704
ENSG00000284237.1	Brain_Caudate_basal_ganglia	2485	3.30407383202907e-07	0.0286232020259922	1.1188650972338e-05	0.969271092371975	0.00209418654367652	KRA_PSY_DEMENTIA_EXMORE	1	207518704
ENSG00000203710.10	Brain_Putamen_basal_ganglia	2472	1.02420888224411e-07	0.00887272099240966	3.36910365660561e-07	0.0282236399535362	0.9629031997228	KRA_PSY_DEMENTIA_EXMORE	1	207518704
ENSG00000117335.19	Brain_Putamen_basal_ganglia	2472	7.26852957412174e-17	6.29672677656878e-12	1.15432117190081e-05	0.999988368638591	8.81433939116448e-08	KRA_PSY_DEMENTIA_EXMORE	1	207518704
ENSG00000196352.14	Brain_Cerebellum	2468	2.23833981794783e-08	0.00193907475907692	1.15192949003116e-05	0.997916886377839	0.000132497184786508	KRA_PSY_DEMENTIA_EXMORE	1	207518704
ENSG00000117335.19	Brain_Cerebellum	2468	1.99889675205373e-47	1.73164512681628e-42	1.15432051981418e-05	0.999988368929491	8.78653131738903e-08	KRA_PSY_DEMENTIA_EXMORE	1	207518704
ENSG00000196352.14	Brain_Cerebellar_Hemisphere	2466	5.87857695477284e-07	0.050926109079473	1.09102233359107e-05	0.945148676716316	0.00391371612317897	KRA_PSY_DEMENTIA_EXMORE	1	207518704
ENSG00000117335.19	Brain_Cerebellar_Hemisphere	2466	2.12288907101895e-27	1.8390586910078e-22	1.15432117313259e-05	0.999988371726041	8.50622277468208e-08	KRA_PSY_DEMENTIA_EXMORE	1	207518704
ENSG00000284237.1	Brain_Cerebellar_Hemisphere	2466	4.96815792279525e-06	0.430391494824099	5.96293149558206e-06	0.516515642291313	0.0530819317951701	KRA_PSY_DEMENTIA_EXMORE	1	207518704
ENSG00000117335.19	Brain_Frontal_Cortex_BA9	2466	1.21630152121439e-12	1.05368255141843e-07	1.15432035919599e-05	0.999988242952736	1.08474202201328e-07	KRA_PSY_DEMENTIA_EXMORE	1	207518704
ENSG00000203710.10	Brain_Nucleus_accumbens_basal_ganglia	2456	3.73227777257349e-07	0.0323327385267833	3.42074573616207e-07	0.0286949635619541	0.938971582608912	KRA_PSY_DEMENTIA_EXMORE	1	207518704
ENSG00000117335.19	Brain_Nucleus_accumbens_basal_ganglia	2456	1.15308494387465e-20	9.98917986850762e-16	1.15432052454479e-05	0.999988370835088	8.59596680921289e-08	KRA_PSY_DEMENTIA_EXMORE	1	207518704
ENSG00000196352.14	Brain_Cortex	2464	5.60919591644816e-09	0.114373151918855	4.27743942680035e-08	0.872169002349135	0.0134577973484206	F5_DEMENTIA_INCLAVO	1	207518704
ENSG00000203710.10	Brain_Cortex	2464	3.58108529579594e-12	7.30193807938518e-05	8.89815954990968e-10	0.0171608424861593	0.982766137239649	F5_DEMENTIA_INCLAVO	1	207518704
ENSG00000117335.19	Brain_Cortex	2464	2.83098177673871e-36	5.77245497667476e-29	4.90429401041819e-08	0.999999950551286	4.057782238156e-10	F5_DEMENTIA_INCLAVO	1	207518704
ENSG00000284237.1	Brain_Cortex	2464	2.61124793737805e-09	0.0532441122556923	4.62520764641607e-08	0.943089755290008	0.00366608359097514	F5_DEMENTIA_INCLAVO	1	207518704
ENSG00000196352.14	Brain_Hippocampus	2455	1.07638569756674e-08	0.219478204663536	3.74982290520598e-08	0.764583964372524	0.0159377827018544	F5_DEMENTIA_INCLAVO	1	207518704
ENSG00000203710.10	Brain_Hippocampus	2455	2.14168195306198e-09	0.0436695239523278	1.73108373860717e-08	0.352369096467205	0.603961360127949	F5_DEMENTIA_INCLAVO	1	207518704
ENSG00000117335.19	Brain_Hippocampus	2455	6.87886270979362e-21	1.40262030709381e-13	4.90429400944857e-08	0.999999950546277	4.10643587989344e-10	F5_DEMENTIA_INCLAVO	1	207518704
ENSG00000117335.19	Brain_Anterior_cingulate_cortex_BA24	2463	5.21286254364907e-09	0.106291798085969	4.30489840023599e-08	0.877765482999145	0.0159426706530394	F5_DEMENTIA_INCLAVO	1	207518704
ENSG00000117335.19	Brain_Amygdala	2441	3.23322805363831e-10	0.00659264687638877	4.86413677089053e-08	0.991810163643075	0.00159714051584508	F5_DEMENTIA_INCLAVO	1	207518704
ENSG00000117322.17	Brain_Hypothalamus	2464	9.25520360622055e-11	0.00188716319435203	4.89437094017225e-08	0.99797647130687	0.000136316462516556	F5_DEMENTIA_INCLAVO	1	207518704
ENSG00000117335.19	Brain_Hypothalamus	2464	4.99020351441479e-11	0.00101751715093553	4.89894825831889e-08	0.998909863665142	7.25701445395838e-05	F5_DEMENTIA_INCLAVO	1	207518704
ENSG00000117335.19	Brain_Substantia_nigra	2434	2.37992998826509e-10	0.00485274713418103	4.87841799988243e-08	0.994723332078899	0.000423871764747571	F5_DEMENTIA_INCLAVO	1	207518704
ENSG00000196352.14	Brain_Caudate_basal_ganglia	2485	2.87314920000092e-08	0.58584355296165	1.83238223984076e-08	0.37358754686457	0.0405688531184658	F5_DEMENTIA_INCLAVO	1	207518704
ENSG00000203710.10	Brain_Caudate_basal_ganglia	2485	8.27423968032064e-12	0.000168714175107013	1.87939325484482e-09	0.0373589075864473	0.96247237635078	F5_DEMENTIA_INCLAVO	1	207518704
ENSG00000117335.19	Brain_Caudate_basal_ganglia	2485	2.45788654199561e-20	5.0117027843137e-13	4.90429406175125e-08	0.9999999505431	4.13456671320533e-10	F5_DEMENTIA_INCLAVO	1	207518704
ENSG00000284237.1	Brain_Caudate_basal_ganglia	2485	1.40390890457774e-09	0.0286261145328637	4.75408466300262e-08	0.969369809331134	0.00200402719124588	F5_DEMENTIA_INCLAVO	1	207518704
ENSG00000203710.10	Brain_Putamen_basal_ganglia	2472	6.37888726161748e-10	0.0130067383024895	2.09831537011298e-09	0.0418401129604742	0.945153146000832	F5_DEMENTIA_INCLAVO	1	207518704
ENSG00000117335.19	Brain_Putamen_basal_ganglia	2472	3.08813589480765e-19	6.29679970485985e-12	4.90429406488868e-08	0.999999950528321	4.22442631089284e-10	F5_DEMENTIA_INCLAVO	1	207518704
ENSG00000196352.14	Brain_Cerebellum	2468	9.50991625438742e-11	0.0019390998512446	4.8941420303192e-08	0.997929801149341	0.000131049962893519	F5_DEMENTIA_INCLAVO	1	207518704
ENSG00000117335.19	Brain_Cerebellum	2468	8.49259559905104e-50	1.73166518214111e-42	4.904294009381e-08	0.999999950542063	4.14995466358136e-10	F5_DEMENTIA_INCLAVO	1	207518704
ENSG00000196352.14	Brain_Cerebellar_Hemisphere	2466	2.49781133376704e-09	0.0509311060294815	4.63576129257637e-08	0.945241502950637	0.00382734216445569	F5_DEMENTIA_INCLAVO	1	207518704
ENSG00000117335.19	Brain_Cerebellar_Hemisphere	2466	9.01938950322782e-30	1.83907998534581e-22	4.90429406530813e-08	0.999999950609465	3.47595346368346e-10	F5_DEMENTIA_INCLAVO	1	207518704
ENSG00000284237.1	Brain_Cerebellar_Hemisphere	2466	2.10716219685603e-08	0.429656554995034	2.52907899168859e-08	0.515631916011229	0.0547114826313264	F5_DEMENTIA_INCLAVO	1	207518704
ENSG00000117335.19	Brain_Frontal_Cortex_BA9	2466	5.16762913699289e-15	1.05369475642486e-07	4.90429339893413e-08	0.999999826096713	1.94908737631204e-08	F5_DEMENTIA_INCLAVO	1	207518704
ENSG00000203710.10	Brain_Nucleus_accumbens_basal_ganglia	2456	2.50030056614633e-09	0.0509818627852236	2.29160127459411e-09	0.045823228039186	0.90319490438369	F5_DEMENTIA_INCLAVO	1	207518704
ENSG00000117335.19	Brain_Nucleus_accumbens_basal_ganglia	2456	4.89904447027391e-23	9.98929554086239e-16	4.90429400950499e-08	0.999999950550909	4.06149019791257e-10	F5_DEMENTIA_INCLAVO	1	207518704
ENSG00000196352.14	Brain_Cortex	2465	1.54063352736874e-09	0.114353749117105	1.17486655291337e-08	0.872032805467975	0.0136134321256223	F5_DEMENTIA	1	207518704
ENSG00000203710.10	Brain_Cortex	2465	9.43856643718142e-13	7.00578975602315e-05	2.34526691724733e-10	0.016424272358378	0.983505669508592	F5_DEMENTIA	1	207518704
ENSG00000117335.19	Brain_Cortex	2465	7.77678972757448e-37	5.7723335604826e-29	1.34725229239326e-08	0.999999986400994	1.26481553067948e-10	F5_DEMENTIA	1	207518704
ENSG00000284237.1	Brain_Cortex	2465	7.17328600532072e-10	0.0532438203911264	1.27058546553884e-08	0.94309025601831	0.00366591016738079	F5_DEMENTIA	1	207518704
ENSG00000196352.14	Brain_Hippocampus	2456	2.95685246893665e-09	0.219472807401832	1.03011333613178e-08	0.764587191883415	0.0159399874567694	F5_DEMENTIA	1	207518704
ENSG00000203710.10	Brain_Hippocampus	2456	5.74324831363259e-10	0.0426293446913865	4.64223346112924e-09	0.343957044688427	0.613413605403629	F5_DEMENTIA	1	207518704
ENSG00000117335.19	Brain_Hippocampus	2456	1.88964550718942e-21	1.40259214422782e-13	1.34725229230863e-08	0.999999986397114	1.30220266766896e-10	F5_DEMENTIA	1	207518704
ENSG00000117335.19	Brain_Anterior_cingulate_cortex_BA24	2464	1.43177777897738e-09	0.106273915263071	1.18240671691317e-08	0.877627017669687	0.016099053811397	F5_DEMENTIA	1	207518704
ENSG00000117335.19	Brain_Amygdala	2442	8.88230733027252e-11	0.00659290560667342	1.33628074896735e-08	0.991854787999473	0.00155229294222272	F5_DEMENTIA	1	207518704
ENSG00000117322.17	Brain_Hypothalamus	2465	2.54247071929434e-11	0.0018871526137079	1.34452627419783e-08	0.997976459106138	0.000136374809466819	F5_DEMENTIA	1	207518704
ENSG00000117335.19	Brain_Hypothalamus	2465	1.37084309176623e-11	0.00101751029185031	1.34578361200005e-08	0.998909783612833	7.26926237719213e-05	F5_DEMENTIA	1	207518704
ENSG00000117335.19	Brain_Substantia_nigra	2435	6.53783440576335e-11	0.00485271715892557	1.34014266528514e-08	0.994722430408719	0.000424838965550278	F5_DEMENTIA	1	207518704
ENSG00000196352.14	Brain_Caudate_basal_ganglia	2486	7.89158880119579e-09	0.585754333015859	5.03363696940794e-09	0.373581776411274	0.0406638776476409	F5_DEMENTIA	1	207518704
